id,product_id,ingredients,nutritional_info,usage_instructions,warnings,allergens,usage_tips,medical_disclaimer,legal_regulation,created_at,updated_at,product_slug
325,2153,"Concentrado de proteína de suero de leche instantánea 67% {concentrado de proteína de suero de leche, emulgente [lecitinas (soja)]}, inulina, harina de avena (gluten), aromas, glucomanano 3,5% (del tubérculo Amorphophallus konjac) (dióxido de azufre), espesante (goma de celulosa), L-carnitina-L-tartrato 1%, emulgente [lecitinas (soja)], fibra cítrica, linaza en polvo, cáscara de semilla de psyllium en polvo, bayas de acai en polvo 0,6%, bayas de goji en polvo 0,6%, bromelina extraída de piña (1200 GDU/g) 0,5%, sales cálcicas de ácido ortofosfórico, sal, edulcorante (sucralosa), antiaglomerante (dióxido de silicio), colorantes (tartrazina1, indigotina), cloruro de cromo (III) y su hexahidrato.
1Tartrazina: Puede tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen huevos, cacahuete, nueces, apio, pescado y crustáceos.","**Información nutricional (por 30 g):** Valor energético: 438 kJ / 104 kcal. Grasas: 1,5 g, de las cuales saturadas: 0,9 g. Hidratos de carbono: 4,6 g, de los cuales azúcares: 2,1 g. Fibra: 4,9 g. Proteínas: 15 g. Sal: 0,48 g.

**Minerales (por 30 g):** Cromo: 18 µg. Calcio: 118 mg.

**Otros principios activos (por 30 g):** Glucomanano: 1050 mg. Inulina: 2700 mg. L-Carnitina L-Tartrato: 320 mg, de la cual L-Carnitina: 220 mg. Bromelina en polvo: **1 mg** (tal y como aparece en el texto que has enviado; parece que el valor está incompleto y probablemente debería ser **160 mg**, como en las fichas anteriores).",,El producto no debe utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano. Un consumo excesivo puede causar malestar intestinal. Evitar el consumo junto con medicamentos y otros complementos alimenticios a base de fibra. Tomar el producto con mucha agua para asegurarse de que la sustancia llega al estómago. Se advierte de peligro de asfixia para personas con problemas de deglución. No ingerir justo antes de acostarse. Los pacientes con diabetes deben consultar con su médico antes de ingerir este producto alimenticio.,,,,,2026-07-16 19:09:05.127609+00,2026-07-16 19:10:34.424203+00,diet-shake-pistacho-720-g
330,3704,"Materiales: cobre 100% natural

Fabricación: hecho a mano en India por artesanos tradicionales",,Raspa tu lengua todos los días después de cepillarte los dientes. Raspa desde la base de la lengua hacia delante unas 7 veces o hasta que veas que no se eliminan más desechos.,,,,,,2026-07-17 19:12:21.555549+00,2026-07-17 19:12:31.197341+00,raspador-de-lengua-de-cobre
332,3263,"Maltodextrina 54%, concentrado de proteína de suero de leche, inulina 7%, almidón de maíz 5%, monohidrato de creatina micronizado 5%, caseinato de calcio (contiene leche), espesante (goma de celulosa), aromas, emulgente: lecitinas (soja), aislado de proteína de suero de leche, sal, edulcorante (sucralosa), colorante (tartrazina)¹.
¹Tartrazina, Rojo allura AC: pueden tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.","Información nutricional (por 65 g): Valor energético: 1076 kJ / 254 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,78 g. Hidratos de carbono: 38 g, de los cuales azúcares: 4,9 g. Fibra: 5,4 g. Proteínas: 20 g. Sal: 0,65 g.","Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.


Envase: 65 g (1 dosis), 1000 g (15 dosis), 2270 g (34 dosis), 4000 g (61 dosis)","ADVERTENCIAS: El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,,2026-07-20 11:36:04.114667+00,2026-07-23 12:06:53.10563+00,hyper-mass-vainilla-1-kg
333,3224,"Maltodextrina, harina de arroz pregelatinizada, almidón de maíz ceroso nativo (Waxy maize), Concentrado de proteína de suero de LECHE, aislado de proteína de SOJA, aroma, creatina monohidrato, L-glutamina, L-arginina, edulcorante: sucralosa y complejo multivitaminico [ácido L-ascórbico (vitamina C), maltodextrina, acetato de DL-alfa-tocoferilo (vitamina E), nicotinamida (niacina), acetato de retinilo (vitamina A), D-pantotenato cálcico (ácido pantoténico), colecalciferol (vitamina D), clorhidrato de piridoxina (vitamina B6), riboflavina (vitamina B2), mononitrato de tiamina (tiamina), fitomenadiona (vitamina K), cianocobalamina (vitamina B12), ácido pteroilmonoglutámico (ácido fólico) y D-biotina (biotina)].","Valores nutricionales por 100 gramos

La composición nutricional del producto ofrece un perfil energético elevado, pensado para cubrir las necesidades de quienes están en superávit calórico. Estos son los valores promedio por cada 100 g de producto:

Valor energético: 365 – 371 kcal
Proteínas: 12 – 13 g
Carbohidratos: 75 – 79 g
Azúcares: 4,4 – 4,5 g
Grasas: 0,7 – 1,3 g
Grasas saturadas: 0,4 – 0,7 g
Fibra alimentaria: hasta 1,9 g
Sal: 0,05 – 0,06 g
Además, contiene creatina (1,5 g), glutamina (0,5 g), arginina (0,5 g) y el 50 % de los valores de referencia nutricional en 13 vitaminas.","Disolver 100 g (2 cazos) en agua o leche desnatada (400 ml – 450 ml). Tomar 1-2 veces al día, preferiblemente en la comida y después del entrenamiento.",,Contiene leche y soja.,,,,2026-07-20 11:46:55.77217+00,2026-07-27 17:28:39.338768+00,mass-gainer-choco-hazelnut-3-kg
335,2272,"maltodextrina, dextrosa, sacarosa, fructosa,almidón de maíz, aroma, acidulante (ácido cítrico), sal, colorante (tartrazina**, indigotina).","Información nutricional (por 50 g): Valor energético: 807 kJ / 190 kcal. Grasas: 0 g, de las cuales saturadas: 0 g. Hidratos de carbono: 47 g, de los cuales azúcares: 29 g. Proteínas: 0 g. Sal: 0,15 g.","Mezclar 1 servicio (50 g = 3 cucharadas soperas colmadas) con 300 ml de agua, o, en el caso de Carbox sabor neutro, con cualquier líquido de tu elección. Consumir 1 servicio antes y durante el entrenamiento o la competición. Usa un shaker.","ADVERTENCIAS: El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,,2026-07-23 11:19:15.076201+00,2026-07-23 11:19:15.076201+00,carbox-melocot-n-1-kg
336,3722,"Proteínas de suero de leche instantáneas 87% {concentrado de proteína de suero de leche [emulgente: lecitinas], aislado de proteína de suero de leche [emulgente: lecitinas (soja)]}, L-glutamina 4,7%, cacao en polvo bajo en grasa, aromas, L-arginina, café instantáneo 1%, espesante (goma de celulosa), sal, L-leucina 0,2%, edulcorante (sucralosa), L-isoleucina 0,1%, L-valina 0,1%, bromelina en polvo 0,04%.","Información nutricional (por 28 g): Valor energético: 454 kJ / 107 kcal. Grasas: 1,8 g, de las cuales saturadas: 0,6 g. Hidratos de carbono: 1,5 g, de los cuales azúcares: 1,0 g. Proteínas: 21 g. Sal: 0,24 g.

Perfil de aminoácidos (por 28 g): Aminoácidos esenciales: 9095 mg. Aminoácidos condicionalmente esenciales: 7666 mg. Aminoácidos no esenciales: 4238 mg. BCAA totales: 4328 mg.","Uso recomendado: Mezclar en un bote mezclador una ración de producto (28 gr = 2 cucharadas colmadas) con 250 ml de agua. Consumir una ración dentro de 45 minutos después del entrenamiento y una ración entre dos comidas. En días de descanso, consumir una ración en la mañana y una por la noche.",ADVERTENCIAS: El producto no deben utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano.,,,,,2026-07-23 11:24:26.280525+00,2026-07-23 11:24:26.280525+00,100-pure-whey-caramelo-capuchino-400-g
337,3716,"Maltodextrina 49%, concentrado de proteína de suero de leche, inulina 7%, almidón de maíz 5%, monohidrato de creatina micronizado 5%, caseinato de calcio (contiene leche), aromas, espesante (goma de celulosa), emulgente: lecitinas (soja), sal 0,93%, aislado de proteína de suero de leche, colorante (caramelo amónico), edulcorante (sucralosa).","Información nutricional (por 65 g): Valor energético: 1076 kJ / 254 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,78 g. Hidratos de carbono: 38 g, de los cuales azúcares: 4,9 g. Fibra: 5,4 g. Proteínas: 20 g. Sal: 0,65 g.",Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.,"El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludabl",,,,,2026-07-23 11:27:47.529578+00,2026-07-23 11:27:47.529578+00,hyper-mass-caramelo-salado-1-kg
338,3711,"Monohidrato de creatina 43%, agente de carga (isomaltosa), concentrado alimentario con propiedades colorantes [maltodextrina, concentrado de remolacha, acidulante (ácido cítrico)], aromas, fresa en polvo 3,7%, antiaglomerantes (sales magnésicas de ácidos grasos, dióxido de silicio), acidulante (ácido cítrico), edulcorante (sucralosa).
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, cacahuete, frutos de cáscara, apio, pescado, crustáceos y dióxido de azufre.

CONSUMIR PREFERENTEMENTE ANTES DEL (día/mes/año): ver en el envase (LOT/EXP). Después de abrir no retire las bolsas de sílice.
Distribuido por: BioTech USA S.L., 1033 Budapest, Huszti út 60., Hungría.
Lugar de procedencia: UE (lugar de procedencia del ingrediente primario/de los ingredientes primarios: fuera de la UE).","Otros principios activos (por dosis diaria de 4 comprimidos masticables): Monohidrato de creatina: 3412 mg, del cual creatina: 3000 mg.",,,,,,,2026-07-23 11:32:33.480048+00,2026-07-23 11:32:33.480048+00,creatine-candy-frutos-del-bosque-240-uds
339,2331,"Aceite de pescado [triglicéridos (TG), 35% ácido eicosapentaenoico (EPA), 25% ácido docosahexaenoico (DHA)], gelatina, humectante (glicerina), D-alfa-tocoferol (vitamina E natural).","Aceite de pescado en perlas.
 350mg de EPA.
 250mg de DHA.
 Omega-3/TG (Triglicéridos de omega-3).
 Con certificado IFOS™.",,"Conservar en un lugar fresco (por debajo de 25ºC), seco y oscuro. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada. Es necesario mantener una dieta variada y equilibrada y un estilo de vida saludable.",,,,,2026-07-23 11:37:19.771201+00,2026-07-23 11:37:19.771201+00,ultra-omega-3-tg-120-uds
340,3714,"Monohidrato de creatina, cápsula vegetal [agente de recubrimiento (hidroxipropilmetilcelulosa)], antiaglomerante (sales magnésicas de ácidos grasos).",,"Tomar 1 cápsula vegetal, 3 veces al día.","Conservar en un lugar fresco (por debajo de 25ºC), seco y oscuro. No superar la dosis diaria expresamente recomendada. Mantener fuera del alcance de los niños más pequeños. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada. Es necesario mantener una dieta variada y equilibrada y un estilo de vida saludable.",,,,,2026-07-23 11:40:02.325699+00,2026-08-10 19:21:21.450293+00,creatine-excell-120-uds
341,3721,"Proteínas de suero de leche instantáneas 89% {concentrado de proteína de suero de leche [emulgente: lecitinas], aislado de proteína de suero de leche [emulgente: lecitinas (soja)]}, trozos de galleta 3%, [harina de arroz, azúcar, almidón de maíz, aceite refinado de coco, cacao en polvo bajo en grasa, jarabe de glucosa, sal, espesante (goma guar), gasificantes (hidrogenocarbonato de amonio, hidrogenocarbonato de sodio), aroma], L-glutamina 2,9%, espesante (goma de celulosa), aromas, L-arginina, sal, L-leucina 0,2%, edulcorante (sucralosa), L-isoleucina 0,1%, L-valina 0,1%, bromelina en polvo 0,04%.","Información nutricional (por 28 g): Valor energético: 456 kJ / 108 kcal. Grasas: 1,9 g, de las cuales saturadas: 0,7 g. Hidratos de carbono: 1,8 g, de los cuales azúcares: 1,3 g. Proteínas: 21 g. Sal: 0,33 g.","Uso recomendado: Mezclar en un bote mezclador una ración de producto (28 gr = 2 cucharadas colmadas) con 250 ml de agua. Consumir una ración dentro de 45 minutos después del entrenamiento y una ración entre dos comidas. En días de descanso, consumir una ración en la mañana y una por la noche.",El producto no deben utilizarse como sustituto de una dieta equilibrada y variada y por un modo de vida sano.,,,,,2026-07-23 11:48:46.529496+00,2026-07-23 11:48:46.529496+00,100-pure-whey-black-biscuit-454-g
343,3719,"Maltodextrina 53%, concentrado de proteína de suero de leche, inulina 7%, almidón de maíz 5%, monohidrato de creatina micronizado 5%, caseinato de calcio (contiene leche), espesante (goma de celulosa), aromas, acidulante (ácido cítrico), emulgente: lecitinas (soja), sal, aislado de proteína de suero de leche, edulcorante (sucralosa), colorante (Rojo allura AC)¹.
¹Tartrazina, Rojo allura AC: pueden tener efectos negativos sobre la actividad y la atención de los niños.
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.",,Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.,"El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,,2026-07-23 11:57:52.078843+00,2026-07-23 19:09:19.575537+00,hyper-mass-fresa-1-kg
345,3718,"Maltodextrina 51%, concentrado de proteína de suero de leche, inulina 7%, cacao en polvo bajo en grasa, almidón de maíz 5%, monohidrato de creatina micronizado 5%, caseinato de calcio (contiene leche), espesante (goma de celulosa), aromas, emulgente: lecitinas (soja), aislado de proteína de suero de leche, sal, edulcorante (sucralosa).","Información nutricional (por 65 g): Valor energético: 1076 kJ / 254 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,78 g. Hidratos de carbono: 38 g, de los cuales azúcares: 4,9 g. Fibra: 5,4 g. Proteínas: 20 g. Sal: 0,65 g.",Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.,"El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,,2026-07-23 12:02:10.977624+00,2026-07-23 19:09:40.02961+00,hyper-mass-chocolate-1-kg
348,3717,"Maltodextrina 47%, concentrado de proteína de suero de leche, inulina 7%, almidón de maíz 5%, monohidrato de creatina micronizado 5%, aromas (contiene cafeína), caseinato de calcio (contiene leche), espesante (goma de celulosa), chocolate en polvo [masa de cacao, manteca de cacao, cacao en polvo bajo en grasa, emulgente: lecitinas (soja), aroma], emulgente: lecitinas (soja), aislado de proteína de suero de leche, sal, canela, edulcorante (sucralosa).","Información nutricional (por 65 g): Valor energético: 1076 kJ / 254 kcal. Grasas: 1,4 g, de las cuales saturadas: 0,78 g. Hidratos de carbono: 38 g, de los cuales azúcares: 4,9 g. Fibra: 5,4 g. Proteínas: 20 g. Sal: 0,65 g.",Mezclar un servicio (65 g = 4 cucharadas soperas) de producto en un shaker con 450 ml de agua. En días de entrenamiento tomar 1 servicio directamente después del entrenamiento. En días de descanso tomar un servicio por la mañana y otro servicio por la tarde.,"ADVERTENCIAS: El producto no es un sustituto de una dieta variada y equilibrada, ni de un estilo de vida saludable.",,,,,2026-07-23 12:06:45.005524+00,2026-07-23 19:09:54.769607+00,hyper-mass-cookies-cream-1-kg
350,3720,"100% monohidrato de creatina micronizado (200 mesh).
Elaborado en una fábrica que produce alimentos que contienen leche, huevos, gluten, soja, crustáceos, dióxido de azufre y nueces.","Otros principios activos (por dosis diaria de 3,4 g): Monohidrato de creatina micronizado: 3,4 g, del cual creatina: 3 g.","Mezclar 1 dosis (3,4 g = 1 cucharamedidora rasa = 1 cucharada de té) con 300 ml de algún líquido a su gusto. Tomar 1 dosis diariamente. Usa un shaker.",ADVERTENCIAS: Mantener fuera del alcance de los niños más pequeños. No recomendado para personas menores de 18 años ni mujeres embarazadas o en período de lactancia ni para personas que están bajo control médico. Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada y variada y por un modo de vida sano. No superar la dosis diaria expresamente recomendada.,,,,,2026-07-23 12:10:40.406052+00,2026-07-23 19:09:03.483752+00,100-creatina-monohidratada-sin-sabor-1-kg
